scenario,measure,country,country_name,scenario_short,scenario_label,transition,damage_curve,mitigation_cost,measure_label,oecd_measure_label,category,unit_hint,frequency,year,value,series_code,series_name,source_dataset,source_url,downloaded_at,base_value,annualised_growth_from_base_pct,change_from_base_pct
BAU2,SHARE_OIL,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,Oil share of primary energy,"Share of oil in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2025,0.350515597709601,AUS.SHARE_OIL.BAU2.A,"Australia – Share of oil in total primary energy supply, fraction between 0 and 1 – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_OIL..A?observations=1,2026-05-05 18:05:26 AEST,0.350515597709601,,0
BAU2,SHARE_OIL,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,Oil share of primary energy,"Share of oil in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2030,0.356909931548426,AUS.SHARE_OIL.BAU2.A,"Australia – Share of oil in total primary energy supply, fraction between 0 and 1 – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_OIL..A?observations=1,2026-05-05 18:05:26 AEST,0.350515597709601,0.362219446211642,1.82426513416463
BAU2,SHARE_OIL,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,Oil share of primary energy,"Share of oil in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2050,0.36500922643484,AUS.SHARE_OIL.BAU2.A,"Australia – Share of oil in total primary energy supply, fraction between 0 and 1 – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_OIL..A?observations=1,2026-05-05 18:05:26 AEST,0.350515597709601,0.16220110139693,4.13494544035864
BAU2,SHARE_OIL,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,Oil share of primary energy,"Share of oil in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2071,0.366007539975519,AUS.SHARE_OIL.BAU2.A,"Australia – Share of oil in total primary energy supply, fraction between 0 and 1 – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_OIL..A?observations=1,2026-05-05 18:05:26 AEST,0.350515597709601,0.0940631843416861,4.41975831236843
BAU2,SHARE_OIL,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,Oil share of primary energy,"Share of oil in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2100,0.366124418028848,AUS.SHARE_OIL.BAU2.A,"Australia – Share of oil in total primary energy supply, fraction between 0 and 1 – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_OIL..A?observations=1,2026-05-05 18:05:26 AEST,0.350515597709601,0.0581075543137244,4.45310292073757
BAU2,SHARE_ORENEW,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,Other renewables share of primary energy,"Share of other renewables in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2025,0.0380971414571032,AUS.SHARE_ORENEW.BAU2.A,"Australia – Share of other renewables in total primary energy supply, fraction between 0 and 1 – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_ORENEW..A?observations=1,2026-05-05 18:05:26 AEST,0.0380971414571032,,0
BAU2,SHARE_ORENEW,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,Other renewables share of primary energy,"Share of other renewables in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2030,0.0409760365953516,AUS.SHARE_ORENEW.BAU2.A,"Australia – Share of other renewables in total primary energy supply, fraction between 0 and 1 – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_ORENEW..A?observations=1,2026-05-05 18:05:26 AEST,0.0380971414571032,1.46762885826228,7.55672217951049
BAU2,SHARE_ORENEW,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,Other renewables share of primary energy,"Share of other renewables in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2050,0.0456494413634379,AUS.SHARE_ORENEW.BAU2.A,"Australia – Share of other renewables in total primary energy supply, fraction between 0 and 1 – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_ORENEW..A?observations=1,2026-05-05 18:05:26 AEST,0.0380971414571032,0.726031390618842,19.8237967928341
BAU2,SHARE_ORENEW,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,Other renewables share of primary energy,"Share of other renewables in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2071,0.0454954832367709,AUS.SHARE_ORENEW.BAU2.A,"Australia – Share of other renewables in total primary energy supply, fraction between 0 and 1 – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_ORENEW..A?observations=1,2026-05-05 18:05:26 AEST,0.0380971414571032,0.386557822655531,19.419676901476
BAU2,SHARE_ORENEW,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,Other renewables share of primary energy,"Share of other renewables in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2100,0.0439140597192766,AUS.SHARE_ORENEW.BAU2.A,"Australia – Share of other renewables in total primary energy supply, fraction between 0 and 1 – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_ORENEW..A?observations=1,2026-05-05 18:05:26 AEST,0.0380971414571032,0.189639967994304,15.2686475669655
BAU2,SHARE_SOLAR,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,Solar share of primary energy,"Share of solar in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2025,0.0319692068782448,AUS.SHARE_SOLAR.BAU2.A,"Australia – Share of solar in total primary energy supply, fraction between 0 and 1 – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_SOLAR..A?observations=1,2026-05-05 18:05:26 AEST,0.0319692068782448,,0
BAU2,SHARE_SOLAR,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,Solar share of primary energy,"Share of solar in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2030,0.0378143179874427,AUS.SHARE_SOLAR.BAU2.A,"Australia – Share of solar in total primary energy supply, fraction between 0 and 1 – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_SOLAR..A?observations=1,2026-05-05 18:05:26 AEST,0.0319692068782448,3.41532043962383,18.2835662187651
BAU2,SHARE_SOLAR,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,Solar share of primary energy,"Share of solar in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2050,0.0846333334799291,AUS.SHARE_SOLAR.BAU2.A,"Australia – Share of solar in total primary energy supply, fraction between 0 and 1 – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_SOLAR..A?observations=1,2026-05-05 18:05:26 AEST,0.0319692068782448,3.97103886211228,164.73391661625
BAU2,SHARE_SOLAR,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,Solar share of primary energy,"Share of solar in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2071,0.132139913439145,AUS.SHARE_SOLAR.BAU2.A,"Australia – Share of solar in total primary energy supply, fraction between 0 and 1 – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_SOLAR..A?observations=1,2026-05-05 18:05:26 AEST,0.0319692068782448,3.133052714358,313.334975566963
BAU2,SHARE_SOLAR,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,Solar share of primary energy,"Share of solar in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2100,0.130826606946448,AUS.SHARE_SOLAR.BAU2.A,"Australia – Share of solar in total primary energy supply, fraction between 0 and 1 – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_SOLAR..A?observations=1,2026-05-05 18:05:26 AEST,0.0319692068782448,1.89656006740697,309.226939675742
BAU2,SHARE_WIND,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,Wind share of primary energy,"Share of wind in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2025,0.0209081513702568,AUS.SHARE_WIND.BAU2.A,"Australia – Share of wind in total primary energy supply, fraction between 0 and 1 – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_WIND..A?observations=1,2026-05-05 18:05:26 AEST,0.0209081513702568,,0
BAU2,SHARE_WIND,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,Wind share of primary energy,"Share of wind in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2030,0.0259174092445947,AUS.SHARE_WIND.BAU2.A,"Australia – Share of wind in total primary energy supply, fraction between 0 and 1 – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_WIND..A?observations=1,2026-05-05 18:05:26 AEST,0.0209081513702568,4.38910886177173,23.9583968263397
BAU2,SHARE_WIND,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,Wind share of primary energy,"Share of wind in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2050,0.0713795568048951,AUS.SHARE_WIND.BAU2.A,"Australia – Share of wind in total primary energy supply, fraction between 0 and 1 – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_WIND..A?observations=1,2026-05-05 18:05:26 AEST,0.0209081513702568,5.03410241443312,241.395829506176
BAU2,SHARE_WIND,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,Wind share of primary energy,"Share of wind in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2071,0.118930836689613,AUS.SHARE_WIND.BAU2.A,"Australia – Share of wind in total primary energy supply, fraction between 0 and 1 – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_WIND..A?observations=1,2026-05-05 18:05:26 AEST,0.0209081513702568,3.85145449680993,468.82521359014
BAU2,SHARE_WIND,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,Wind share of primary energy,"Share of wind in total primary energy supply, fraction between 0 and 1",Energy and emissions,"Share, 0 to 1",A,2100,0.118076677855759,AUS.SHARE_WIND.BAU2.A,"Australia – Share of wind in total primary energy supply, fraction between 0 and 1 – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.SHARE_WIND..A?observations=1,2026-05-05 18:05:26 AEST,0.0209081513702568,2.3351066561409,464.73992255351
BAU2,TES,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,Total primary energy supply,"Total primary energy supply, terajoules",Energy and emissions,Terajoules,A,2025,5845120.3734898,AUS.TES.BAU2.A,"Australia – Total primary energy supply, terajoules – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.TES..A?observations=1,2026-05-05 18:05:26 AEST,5845120.3734898,,0
BAU2,TES,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,Total primary energy supply,"Total primary energy supply, terajoules",Energy and emissions,Terajoules,A,2030,6169264,AUS.TES.BAU2.A,"Australia – Total primary energy supply, terajoules – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.TES..A?observations=1,2026-05-05 18:05:26 AEST,5845120.3734898,1.08529414888783,5.5455423635129
BAU2,TES,AUS,Australia,BAU high damage,"Business as usual, high damage",Business as usual,High,None,Total primary energy supply,"Total primary energy supply, terajoules",Energy and emissions,Terajoules,A,2050,7034958,AUS.TES.BAU2.A,"Australia – Total primary energy supply, terajoules – Business-as-usual energy transition, high damage curve, no carbon mitigation costs – Annual",OECD Economic Outlook 117 long-term scenarios,https://api.db.nomics.world/v22/series/OECD/DSD_EO_LTB%40DF_EO_LTB/AUS.TES..A?observations=1,2026-05-05 18:05:26 AEST,5845120.3734898,0.743891351821735,20.3560842289346
